classification_id,user_id,subject_id,subject_data,annotations
6410,14,65,"{""65"": {""num_classifications"": 34, ""sdss_specobjid"": 1827420537903671296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6411,142,136,"{""136"": {""num_classifications"": 34, ""sdss_specobjid"": 950337901474899968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6412,95,7,"{""7"": {""num_classifications"": 34, ""sdss_specobjid"": 1024603039966717952}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6413,50,190,"{""190"": {""num_classifications"": 34, ""sdss_specobjid"": 711578396596922368}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6414,11,21,"{""21"": {""num_classifications"": 34, ""sdss_specobjid"": 493295923410003968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6415,163,68,"{""68"": {""num_classifications"": 34, ""sdss_specobjid"": 572017115754686464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6416,57,72,"{""72"": {""num_classifications"": 34, ""sdss_specobjid"": 3127903948988508160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6417,134,155,"{""155"": {""num_classifications"": 34, ""sdss_specobjid"": 506689899584317440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6418,23,86,"{""86"": {""num_classifications"": 34, ""sdss_specobjid"": 1580935040416638976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6419,114,135,"{""135"": {""num_classifications"": 34, ""sdss_specobjid"": 1789071494509258752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6420,199,168,"{""168"": {""num_classifications"": 34, ""sdss_specobjid"": 2660554869315758080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6421,34,3,"{""3"": {""num_classifications"": 34, ""sdss_specobjid"": 2110094829789669376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6422,173,154,"{""154"": {""num_classifications"": 34, ""sdss_specobjid"": 2271021809124009984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6423,24,159,"{""159"": {""num_classifications"": 34, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6424,114,122,"{""122"": {""num_classifications"": 34, ""sdss_specobjid"": 671064971542554624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6425,74,24,"{""24"": {""num_classifications"": 34, ""sdss_specobjid"": 881585438500874240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6426,164,164,"{""164"": {""num_classifications"": 34, ""sdss_specobjid"": 3142501615399888896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6427,147,91,"{""91"": {""num_classifications"": 34, ""sdss_specobjid"": 1603376898832885760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6428,114,94,"{""94"": {""num_classifications"": 34, ""sdss_specobjid"": 1990718361515878400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6429,125,148,"{""148"": {""num_classifications"": 34, ""sdss_specobjid"": 1306180276241590272}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6430,60,150,"{""150"": {""num_classifications"": 34, ""sdss_specobjid"": 1496324046273406976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6431,50,105,"{""105"": {""num_classifications"": 34, ""sdss_specobjid"": 555119264441329664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6432,53,137,"{""137"": {""num_classifications"": 34, ""sdss_specobjid"": 1997446828240431104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6433,159,127,"{""127"": {""num_classifications"": 34, ""sdss_specobjid"": 1991832992435169280}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6434,60,112,"{""112"": {""num_classifications"": 34, ""sdss_specobjid"": 1954577957523580928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6435,127,120,"{""120"": {""num_classifications"": 34, ""sdss_specobjid"": 664433261908355072}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6436,2,132,"{""132"": {""num_classifications"": 34, ""sdss_specobjid"": 2836143866153822208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6437,129,118,"{""118"": {""num_classifications"": 34, ""sdss_specobjid"": 1366942038527862784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6438,95,158,"{""158"": {""num_classifications"": 34, ""sdss_specobjid"": 1477284353405904896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6439,195,163,"{""163"": {""num_classifications"": 34, ""sdss_specobjid"": 2737228763845650432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6440,168,25,"{""25"": {""num_classifications"": 34, ""sdss_specobjid"": 485291203764447232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6441,105,47,"{""47"": {""num_classifications"": 34, ""sdss_specobjid"": 3319224470014552064}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6442,92,50,"{""50"": {""num_classifications"": 34, ""sdss_specobjid"": 858077053705021440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6443,183,32,"{""32"": {""num_classifications"": 34, ""sdss_specobjid"": 2792366523753195520}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6444,157,76,"{""76"": {""num_classifications"": 34, ""sdss_specobjid"": 851185870366074880}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6445,131,102,"{""102"": {""num_classifications"": 34, ""sdss_specobjid"": 2381288532762191872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6446,11,60,"{""60"": {""num_classifications"": 34, ""sdss_specobjid"": 1933171029828462592}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6447,1,153,"{""153"": {""num_classifications"": 34, ""sdss_specobjid"": 1446867737639938048}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6448,159,179,"{""179"": {""num_classifications"": 34, ""sdss_specobjid"": 1912915814290319360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6449,41,172,"{""172"": {""num_classifications"": 34, ""sdss_specobjid"": 2569370719414675456}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6450,156,83,"{""83"": {""num_classifications"": 34, ""sdss_specobjid"": 2559253838485809152}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6451,125,111,"{""111"": {""num_classifications"": 34, ""sdss_specobjid"": 3114243886420092928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6452,149,27,"{""27"": {""num_classifications"": 34, ""sdss_specobjid"": 421107211050182656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6453,65,104,"{""104"": {""num_classifications"": 34, ""sdss_specobjid"": 1038226264734853120}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6454,115,75,"{""75"": {""num_classifications"": 34, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6455,64,30,"{""30"": {""num_classifications"": 34, ""sdss_specobjid"": 1486193146000861184}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6456,171,175,"{""175"": {""num_classifications"": 34, ""sdss_specobjid"": 2389223993845508096}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6457,56,93,"{""93"": {""num_classifications"": 34, ""sdss_specobjid"": 1388254971971004416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6458,195,96,"{""96"": {""num_classifications"": 34, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6459,68,44,"{""44"": {""num_classifications"": 34, ""sdss_specobjid"": 395220307675211776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6460,106,46,"{""46"": {""num_classifications"": 35, ""sdss_specobjid"": 2030141087963703296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6461,15,94,"{""94"": {""num_classifications"": 35, ""sdss_specobjid"": 1990718361515878400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6462,8,166,"{""166"": {""num_classifications"": 35, ""sdss_specobjid"": 1390611500267235328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6463,47,145,"{""145"": {""num_classifications"": 35, ""sdss_specobjid"": 2374685139679602688}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6464,44,129,"{""129"": {""num_classifications"": 35, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6465,6,15,"{""15"": {""num_classifications"": 35, ""sdss_specobjid"": 2986008674369038336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6466,15,173,"{""173"": {""num_classifications"": 35, ""sdss_specobjid"": 1396266013690980352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6467,85,50,"{""50"": {""num_classifications"": 35, ""sdss_specobjid"": 858077053705021440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6468,92,131,"{""131"": {""num_classifications"": 35, ""sdss_specobjid"": 1473816768291039232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6469,184,152,"{""152"": {""num_classifications"": 35, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6470,59,159,"{""159"": {""num_classifications"": 35, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6471,166,52,"{""52"": {""num_classifications"": 35, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6472,164,32,"{""32"": {""num_classifications"": 35, ""sdss_specobjid"": 2792366523753195520}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6473,20,180,"{""180"": {""num_classifications"": 35, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6474,96,60,"{""60"": {""num_classifications"": 35, ""sdss_specobjid"": 1933171029828462592}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6475,92,140,"{""140"": {""num_classifications"": 35, ""sdss_specobjid"": 1334309356556019712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6476,71,74,"{""74"": {""num_classifications"": 35, ""sdss_specobjid"": 1383836034554423296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6477,184,1,"{""1"": {""num_classifications"": 35, ""sdss_specobjid"": 956054538329024512}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6478,163,184,"{""184"": {""num_classifications"": 35, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6479,68,92,"{""92"": {""num_classifications"": 35, ""sdss_specobjid"": 1190160631362250752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6480,82,44,"{""44"": {""num_classifications"": 35, ""sdss_specobjid"": 395220307675211776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6481,190,127,"{""127"": {""num_classifications"": 35, ""sdss_specobjid"": 1991832992435169280}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
